sample_id,county,region,altitude_m,annual_rainfall_mm,temp_max_c,temp_min_c,soil_ph,humidity_pct,soil_nitrogen_pct,organic_carbon_pct,slope_degrees,drainage,soil_type,dominant_land_use,suitable_tea,suitable_maize,suitable_wheat,suitable_sorghum,suitable_coffee,suitable_beans
335,Kitui,Eastern,1448.7,892.3,28.3,19.6,6.52,50.8,0.407,0.489,5.7,Moderately drained,Ferralic Cambisols,Sorghum/Cotton,Not Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Moderately Suitable,Highly Suitable
336,Nandi,Rift Valley,1803.5,1737.1,21.2,14.5,5.38,75.7,2.197,3.845,11.5,Well drained,Humic Nitisols,Tea/Maize,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
337,Nakuru,Rift Valley,2445.4,789.1,23.1,10.9,7.03,59.4,1.321,1.916,7.0,Well drained,Eutric Vertisols,Wheat/Pyrethrum,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable
338,Nyandarua,Central,2072.8,845.5,18.3,7.8,6.36,67.3,1.758,2.56,11.2,Well drained,Humic Andosols,Wheat/Pyrethrum,Moderately Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
339,Nairobi,Nairobi,1827.3,1017.6,22.7,14.1,6.09,66.9,1.055,1.893,1.1,Moderately drained,Chromic Luvisols,Urban/Horticulture,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
340,Bungoma,Western,1511.0,1528.8,23.4,16.2,5.49,74.8,1.643,2.03,9.4,Moderately drained,Ferric Luvisols,Sugarcane/Maize,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
341,Uasin Gishu,Rift Valley,1828.0,1087.9,23.0,11.5,6.36,58.7,1.099,1.81,7.5,Well drained,Mollic Andosols,Wheat/Maize,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable
342,Bungoma,Western,1790.8,1761.7,25.9,15.6,6.35,69.0,1.186,2.222,10.2,Moderately drained,Ferric Luvisols,Sugarcane/Maize,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable
343,Nakuru,Rift Valley,2374.0,887.9,26.3,12.8,6.39,61.6,0.649,1.296,9.1,Well drained,Eutric Vertisols,Wheat/Pyrethrum,Not Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable
344,Kiambu,Central,2087.5,1000.3,22.5,15.0,5.39,63.2,1.288,1.852,13.1,Moderately drained,Humic Nitisols,Tea/Horticulture,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
345,Kiambu,Central,1706.7,1155.3,23.5,15.2,6.17,66.9,1.725,1.918,8.7,Moderately drained,Humic Nitisols,Tea/Horticulture,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
346,Elgeyo Marakwet,Rift Valley,2034.5,965.3,17.7,13.3,6.45,60.1,1.137,1.311,23.0,Well drained,Eutric Vertisols,Maize/Wheat,Moderately Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable
347,Migori,Nyanza,1432.3,1346.3,29.7,18.5,5.65,74.4,0.717,1.452,11.0,Moderately drained,Ferric Luvisols,Maize/Tea(marginal),Moderately Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable
348,Siaya,Nyanza,1466.8,1339.0,29.2,15.4,5.84,62.1,1.101,1.213,6.5,Poorly drained,Eutric Vertisols,Maize/Sorghum,Moderately Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable
349,Kakamega,Western,1756.0,1705.2,24.2,14.1,5.64,79.4,1.538,1.608,5.3,Moderately drained,Ferric Luvisols,Tea/Sugarcane,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
350,Meru,Eastern,1471.5,1373.8,24.6,17.1,5.88,63.2,1.733,2.49,18.9,Moderately drained,Chromic Cambisols,Tea/Miraa,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable
351,Meru,Eastern,1646.2,1244.4,25.6,17.7,6.15,68.3,1.321,1.123,12.4,Moderately drained,Chromic Cambisols,Tea/Miraa,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable
352,Baringo,Rift Valley,1281.0,1042.9,29.7,16.4,7.57,47.1,0.684,0.752,5.8,Moderately drained,Eutric Vertisols,Maize/Livestock,Not Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable
353,Kericho,Rift Valley,2199.9,2059.5,23.8,14.8,5.22,80.5,2.047,3.401,3.3,Well drained,Humic Nitisols,Tea/Forest,Highly Suitable,Moderately Suitable,Moderately Suitable,Not Suitable,Moderately Suitable,Highly Suitable
354,Kirinyaga,Central,1668.2,1097.6,26.2,14.3,5.48,75.3,1.285,2.456,4.9,Well drained,Humic Andosols,Tea/Rice,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
355,Migori,Nyanza,1602.0,1135.6,26.8,17.3,5.83,67.7,0.746,1.482,9.6,Moderately drained,Ferric Luvisols,Maize/Tea(marginal),Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable
356,Trans Nzoia,Rift Valley,2526.4,1105.7,20.1,8.7,5.78,65.2,1.317,1.621,7.6,Well drained,Mollic Andosols,Wheat/Maize,Moderately Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
357,Kajiado,Rift Valley,2241.9,409.4,32.6,16.5,8.73,45.6,0.511,0.82,9.2,Excessively drained,Calcic Cambisols,Livestock/Hort,Not Suitable,Not Suitable,Moderately Suitable,Moderately Suitable,Not Suitable,Moderately Suitable
358,Laikipia,Central,2211.1,566.4,28.2,12.7,7.01,49.1,0.69,1.398,3.6,Well drained,Chromic Luvisols,Livestock/Wheat,Not Suitable,Moderately Suitable,Highly Suitable,Highly Suitable,Not Suitable,Moderately Suitable
359,Bomet,Rift Valley,1914.9,1470.8,25.7,14.1,5.21,72.3,2.058,3.484,4.6,Well drained,Humic Nitisols,Tea/Dairy,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
360,Meru,Eastern,1147.8,1074.2,31.3,18.0,6.27,61.5,1.425,2.029,21.7,Moderately drained,Chromic Cambisols,Tea/Miraa,Not Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable
361,Turkana,Rift Valley,1493.4,150.9,33.0,25.0,9.43,29.6,0.124,0.271,7.3,Excessively drained,Haplic Arenosols,Pastoralism,Not Suitable,Not Suitable,Not Suitable,Moderately Suitable,Not Suitable,Not Suitable
362,Kajiado,Rift Valley,990.6,551.1,28.0,18.0,8.96,43.8,0.717,0.809,2.7,Excessively drained,Calcic Cambisols,Livestock/Hort,Not Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Not Suitable,Highly Suitable
363,Machakos,Eastern,1552.3,811.3,27.1,17.9,6.08,46.1,0.674,1.05,18.1,Moderately drained,Chromic Luvisols,Maize/Beans,Not Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable
364,Kilifi,Coast,390.8,1137.1,30.4,24.5,6.68,79.0,0.303,1.021,2.7,Moderately drained,Ferralic Arenosols,Cashew/Cassava,Not Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Moderately Suitable,Highly Suitable
365,Bomet,Rift Valley,1797.6,1524.9,23.4,14.7,5.42,77.5,1.76,3.41,5.9,Well drained,Humic Nitisols,Tea/Dairy,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
366,Kirinyaga,Central,1463.2,1375.4,21.7,12.4,5.46,75.3,1.386,2.433,15.1,Well drained,Humic Andosols,Tea/Rice,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
367,Uasin Gishu,Rift Valley,1901.0,991.2,18.3,12.4,5.92,60.5,1.315,1.616,4.5,Well drained,Mollic Andosols,Wheat/Maize,Moderately Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
368,Baringo,Rift Valley,2251.4,1099.4,32.5,13.0,8.16,54.4,0.994,1.114,12.0,Moderately drained,Eutric Vertisols,Maize/Livestock,Not Suitable,Moderately Suitable,Moderately Suitable,Moderately Suitable,Not Suitable,Moderately Suitable
369,Lamu,Coast,18.2,980.5,35.5,24.0,7.73,85.0,0.478,0.836,1.3,Poorly drained,Gleyic Cambisols,Coconut/Fishing,Not Suitable,Moderately Suitable,Not Suitable,Highly Suitable,Not Suitable,Moderately Suitable
370,Meru,Eastern,1471.5,1213.1,31.0,18.2,6.17,70.1,1.074,2.453,8.9,Moderately drained,Chromic Cambisols,Tea/Miraa,Moderately Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable
371,Wajir,North Eastern,237.7,110.8,40.7,23.8,9.08,42.2,0.221,0.306,0.1,Excessively drained,Haplic Arenosols,Pastoralism,Not Suitable,Not Suitable,Not Suitable,Not Suitable,Not Suitable,Not Suitable
372,Kiambu,Central,2165.3,1290.3,24.2,14.3,5.61,71.1,1.226,1.959,13.7,Moderately drained,Humic Nitisols,Tea/Horticulture,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
373,Taita Taveta,Coast,1636.5,1043.5,29.1,21.3,7.43,53.3,0.822,0.73,10.2,Well drained,Chromic Cambisols,Horticulture/Sisal,Not Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Moderately Suitable,Highly Suitable
374,Nandi,Rift Valley,1826.1,1860.1,25.1,11.5,5.34,76.3,1.835,2.279,12.5,Well drained,Humic Nitisols,Tea/Maize,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
375,Nyeri,Central,1716.0,1517.6,24.0,10.6,5.36,76.3,2.107,2.213,9.3,Well drained,Humic Andosols,Tea/Coffee,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
376,Bungoma,Western,1828.8,1418.0,23.5,16.5,6.01,69.6,1.344,1.673,9.4,Moderately drained,Ferric Luvisols,Sugarcane/Maize,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
377,Trans Nzoia,Rift Valley,2451.5,1035.5,18.9,10.2,6.47,64.6,0.938,2.399,7.3,Well drained,Mollic Andosols,Wheat/Maize,Moderately Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
378,Murang'a,Central,1715.1,1537.3,22.2,15.3,5.07,75.6,1.684,3.17,11.7,Moderately drained,Humic Nitisols,Tea/Smallholder,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
379,Nyamira,Nyanza,1679.6,1540.4,22.3,12.1,5.58,71.8,1.683,1.712,13.9,Moderately drained,Humic Nitisols,Tea/Banana,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
380,Kakamega,Western,1700.5,1602.7,24.2,15.4,5.86,79.7,1.775,2.043,6.7,Moderately drained,Ferric Luvisols,Tea/Sugarcane,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
381,Baringo,Rift Valley,1694.7,703.6,22.9,19.2,7.98,48.2,0.866,1.314,9.4,Moderately drained,Eutric Vertisols,Maize/Livestock,Not Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable
382,Vihiga,Western,1873.8,1801.4,24.4,15.4,5.65,79.4,1.805,2.121,15.1,Moderately drained,Ferric Luvisols,Tea/Maize,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
383,Mandera,North Eastern,280.0,183.0,40.5,26.5,9.08,39.0,0.225,0.396,1.6,Excessively drained,Haplic Arenosols,Pastoralism,Not Suitable,Not Suitable,Not Suitable,Not Suitable,Not Suitable,Not Suitable
384,Machakos,Eastern,1132.5,721.6,27.2,14.1,7.69,45.6,0.964,1.392,12.1,Moderately drained,Chromic Luvisols,Maize/Beans,Not Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Not Suitable,Highly Suitable
385,Meru,Eastern,1474.8,1435.2,25.6,18.8,5.89,63.6,0.932,2.558,8.1,Moderately drained,Chromic Cambisols,Tea/Miraa,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable
386,Meru,Eastern,1304.5,1455.7,31.3,14.6,5.64,65.7,1.303,1.349,22.2,Moderately drained,Chromic Cambisols,Tea/Miraa,Moderately Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable
387,Nyeri,Central,2293.8,1710.3,23.4,12.5,4.62,68.3,2.521,3.433,16.9,Well drained,Humic Andosols,Tea/Coffee,Highly Suitable,Moderately Suitable,Moderately Suitable,Not Suitable,Moderately Suitable,Moderately Suitable
388,Kirinyaga,Central,1869.5,1452.9,25.4,14.0,5.13,72.8,1.589,2.189,11.2,Well drained,Humic Andosols,Tea/Rice,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
389,Kiambu,Central,1845.7,1183.5,25.1,14.8,5.06,64.0,1.57,2.366,14.6,Moderately drained,Humic Nitisols,Tea/Horticulture,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable
390,Samburu,Rift Valley,1450.7,650.5,36.4,23.6,8.73,30.0,0.352,0.691,8.6,Excessively drained,Chromic Luvisols,Pastoralism,Not Suitable,Moderately Suitable,Not Suitable,Highly Suitable,Not Suitable,Moderately Suitable
391,Vihiga,Western,1656.0,1878.5,23.0,14.4,5.72,74.0,1.259,1.995,10.0,Moderately drained,Ferric Luvisols,Tea/Maize,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
392,Nyeri,Central,1862.5,1616.9,24.3,13.1,4.53,72.8,1.705,2.684,19.8,Well drained,Humic Andosols,Tea/Coffee,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Moderately Suitable
393,Narok,Rift Valley,2117.2,662.3,28.2,11.9,7.41,53.5,0.566,1.773,3.6,Well drained,Mollic Vertisols,Wheat/Livestock,Not Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Not Suitable,Highly Suitable
394,Embu,Eastern,1814.2,1075.7,24.8,16.2,5.69,69.8,1.367,2.14,4.5,Moderately drained,Chromic Cambisols,Coffee/Tea,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
395,Nyamira,Nyanza,1741.9,1336.6,25.5,13.3,4.77,74.1,1.393,2.142,6.0,Moderately drained,Humic Nitisols,Tea/Banana,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
396,Nyeri,Central,2033.4,1383.6,19.6,12.7,4.89,70.0,2.092,2.328,13.7,Well drained,Humic Andosols,Tea/Coffee,Highly Suitable,Moderately Suitable,Moderately Suitable,Not Suitable,Highly Suitable,Highly Suitable
397,Samburu,Rift Valley,933.0,643.7,35.5,21.0,7.09,39.2,0.424,0.312,10.1,Excessively drained,Chromic Luvisols,Pastoralism,Not Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Not Suitable,Moderately Suitable
398,Taita Taveta,Coast,1366.4,1159.1,32.4,15.0,5.77,63.8,0.926,1.046,22.8,Well drained,Chromic Cambisols,Horticulture/Sisal,Not Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable
399,Kakamega,Western,1538.9,2043.0,23.9,16.7,5.95,78.6,1.956,1.578,5.4,Moderately drained,Ferric Luvisols,Tea/Sugarcane,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
400,Embu,Eastern,1468.7,1336.9,28.1,16.8,5.66,67.4,1.223,2.742,6.0,Moderately drained,Chromic Cambisols,Coffee/Tea,Moderately Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable
401,Kiambu,Central,1776.6,1013.2,24.5,14.2,5.26,73.6,1.728,2.439,9.4,Moderately drained,Humic Nitisols,Tea/Horticulture,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
402,Meru,Eastern,1080.9,1075.7,26.2,15.4,5.23,68.2,1.767,1.404,18.3,Moderately drained,Chromic Cambisols,Tea/Miraa,Moderately Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable
403,Bomet,Rift Valley,1835.5,1537.1,24.9,15.0,5.14,77.0,2.136,3.363,3.6,Well drained,Humic Nitisols,Tea/Dairy,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
404,Meru,Eastern,1621.6,1360.1,31.9,18.5,5.66,66.3,1.461,1.141,15.9,Moderately drained,Chromic Cambisols,Tea/Miraa,Moderately Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable
405,Kilifi,Coast,462.3,771.3,28.8,23.0,6.93,68.6,0.593,0.887,0.3,Moderately drained,Ferralic Arenosols,Cashew/Cassava,Not Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Not Suitable,Highly Suitable
406,Trans Nzoia,Rift Valley,1944.7,1303.1,19.9,11.7,6.12,66.9,1.483,2.706,7.1,Well drained,Mollic Andosols,Wheat/Maize,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
407,West Pokot,Rift Valley,1779.8,1132.1,26.6,16.7,5.97,52.4,1.196,0.988,29.4,Moderately drained,Chromic Luvisols,Sorghum/Livestock,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable
408,Laikipia,Central,2154.9,695.7,30.0,11.5,7.59,53.2,0.822,0.661,2.4,Well drained,Chromic Luvisols,Livestock/Wheat,Not Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Not Suitable,Moderately Suitable
409,Homa Bay,Nyanza,1383.2,989.7,28.9,20.2,5.56,63.8,0.601,1.216,7.6,Moderately drained,Chromic Luvisols,Maize/Sorghum,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable
410,Migori,Nyanza,1264.8,1149.9,26.0,17.1,5.77,71.4,1.326,1.809,4.0,Moderately drained,Ferric Luvisols,Maize/Tea(marginal),Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable
411,Kajiado,Rift Valley,1840.5,365.0,31.3,14.7,6.96,41.3,0.307,1.112,5.4,Excessively drained,Calcic Cambisols,Livestock/Hort,Not Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Not Suitable,Moderately Suitable
412,Siaya,Nyanza,1155.7,956.3,26.0,18.5,5.59,72.9,0.751,1.046,2.3,Poorly drained,Eutric Vertisols,Maize/Sorghum,Moderately Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Moderately Suitable,Highly Suitable
413,Laikipia,Central,2141.6,554.7,25.3,15.3,7.05,46.6,0.855,1.145,5.0,Well drained,Chromic Luvisols,Livestock/Wheat,Not Suitable,Moderately Suitable,Highly Suitable,Highly Suitable,Not Suitable,Highly Suitable
414,Makueni,Eastern,999.5,731.9,26.7,19.1,8.38,56.0,0.761,1.183,2.2,Moderately drained,Chromic Luvisols,Sorghum/Mango,Not Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Not Suitable,Highly Suitable
415,Trans Nzoia,Rift Valley,2266.2,1371.2,19.7,9.5,6.11,68.1,1.378,1.973,1.9,Well drained,Mollic Andosols,Wheat/Maize,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
416,Kitui,Eastern,626.5,768.8,30.9,23.6,6.86,50.9,0.391,0.97,7.9,Moderately drained,Ferralic Cambisols,Sorghum/Cotton,Not Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Not Suitable,Highly Suitable
417,West Pokot,Rift Valley,2152.7,996.7,24.5,16.2,6.25,58.9,0.863,1.241,18.1,Moderately drained,Chromic Luvisols,Sorghum/Livestock,Moderately Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
418,Kwale,Coast,339.9,1109.7,31.8,24.4,6.15,77.4,0.837,0.575,1.7,Moderately drained,Ferralic Arenosols,Cashew/Coconut,Not Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Moderately Suitable,Highly Suitable
419,Trans Nzoia,Rift Valley,1861.4,920.3,21.0,11.2,6.14,65.9,1.191,1.536,3.3,Well drained,Mollic Andosols,Wheat/Maize,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
420,Embu,Eastern,1208.4,1469.9,27.0,14.2,5.66,67.7,1.311,2.642,16.5,Moderately drained,Chromic Cambisols,Coffee/Tea,Moderately Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable
421,Nakuru,Rift Valley,2201.0,1031.4,20.9,15.7,6.27,64.4,0.812,1.92,11.4,Well drained,Eutric Vertisols,Wheat/Pyrethrum,Moderately Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
422,Meru,Eastern,1568.7,1090.2,29.5,18.6,6.06,60.1,1.676,1.97,10.6,Moderately drained,Chromic Cambisols,Tea/Miraa,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable
423,Bomet,Rift Valley,1948.9,1665.8,25.4,14.7,5.3,77.5,1.666,2.002,6.0,Well drained,Humic Nitisols,Tea/Dairy,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
424,Nakuru,Rift Valley,1956.5,741.4,23.6,10.8,7.95,59.6,0.854,1.72,8.5,Well drained,Eutric Vertisols,Wheat/Pyrethrum,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable
425,Elgeyo Marakwet,Rift Valley,2772.6,1119.7,21.0,12.5,5.24,63.2,1.282,1.434,17.2,Well drained,Eutric Vertisols,Maize/Wheat,Moderately Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
426,Lamu,Coast,73.4,732.8,30.2,23.5,8.06,83.0,0.334,0.787,2.1,Poorly drained,Gleyic Cambisols,Coconut/Fishing,Not Suitable,Moderately Suitable,Not Suitable,Highly Suitable,Not Suitable,Moderately Suitable
427,Nyamira,Nyanza,1778.2,1592.0,22.7,14.5,4.8,71.3,1.575,1.807,17.8,Moderately drained,Humic Nitisols,Tea/Banana,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
428,Kericho,Rift Valley,2128.2,1904.2,21.5,11.4,4.93,72.3,2.386,4.38,7.8,Well drained,Humic Nitisols,Tea/Forest,Highly Suitable,Moderately Suitable,Moderately Suitable,Not Suitable,Moderately Suitable,Moderately Suitable
429,Kericho,Rift Valley,2104.7,1945.5,25.2,15.6,4.87,77.0,2.598,3.8,9.0,Well drained,Humic Nitisols,Tea/Forest,Highly Suitable,Moderately Suitable,Moderately Suitable,Not Suitable,Moderately Suitable,Moderately Suitable
430,Kakamega,Western,1677.7,1792.6,25.2,14.9,5.12,76.0,1.757,2.907,9.0,Moderately drained,Ferric Luvisols,Tea/Sugarcane,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
431,Baringo,Rift Valley,1918.4,1080.2,27.2,15.3,7.92,58.4,0.443,1.66,2.6,Moderately drained,Eutric Vertisols,Maize/Livestock,Moderately Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Moderately Suitable,Highly Suitable
